jahed-monday-1,bench-press,12
jahed-monday-1,bench-press,12
jahed-monday-1,bench-press,12
jahed-monday-1,dips,12
jahed-monday-1,dips,12
jahed-monday-1,dips,12
jahed-monday-1,overhead-press,12
jahed-monday-1,overhead-press,12
jahed-monday-1,overhead-press,12
jahed-wednesday-1,back-squat,12
jahed-wednesday-1,back-squat,12
jahed-wednesday-1,back-squat,12
jahed-wednesday-1,deadlift,10
jahed-wednesday-1,deadlift,10
jahed-wednesday-1,deadlift,10
jahed-wednesday-1,back-extension,15
jahed-wednesday-1,back-extension,15
jahed-wednesday-1,back-extension,15
jahed-friday-1,db-incline-bench-press,12
jahed-friday-1,db-incline-bench-press,12
jahed-friday-1,db-incline-bench-press,12
jahed-friday-1,chinup,12
jahed-friday-1,chinup,12
jahed-friday-1,chinup,12
jahed-friday-1,seated-db-shoulder-press,10
jahed-friday-1,seated-db-shoulder-press,10
jahed-friday-1,seated-db-shoulder-press,10
jahed-friday-1,pendlay-row,12
jahed-friday-1,pendlay-row,12
jahed-friday-1,pendlay-row,12
jahed-monday-2,bench-press,8
jahed-monday-2,bench-press,8
jahed-monday-2,bench-press,8
jahed-monday-2,dips,8
jahed-monday-2,dips,8
jahed-monday-2,dips,8
jahed-monday-2,overhead-press,8
jahed-monday-2,overhead-press,8
jahed-monday-2,overhead-press,8
jahed-wednesday-2,back-squat,8
jahed-wednesday-2,back-squat,8
jahed-wednesday-2,back-squat,8
jahed-wednesday-2,deadlift,8
jahed-wednesday-2,deadlift,8
jahed-wednesday-2,deadlift,8
jahed-wednesday-2,back-extension,15
jahed-wednesday-2,back-extension,15
jahed-wednesday-2,back-extension,15
jahed-friday-2,db-incline-bench-press,8
jahed-friday-2,db-incline-bench-press,8
jahed-friday-2,db-incline-bench-press,8
jahed-friday-2,chinup,8
jahed-friday-2,chinup,8
jahed-friday-2,chinup,8
jahed-friday-2,seated-db-shoulder-press,8
jahed-friday-2,seated-db-shoulder-press,8
jahed-friday-2,seated-db-shoulder-press,8
jahed-friday-2,pendlay-row,8
jahed-friday-2,pendlay-row,8
jahed-friday-2,pendlay-row,8
jahed-monday-3,bench-press,5
jahed-monday-3,bench-press,5
jahed-monday-3,bench-press,5
jahed-monday-3,dips,5
jahed-monday-3,dips,5
jahed-monday-3,dips,5
jahed-monday-3,overhead-press,5
jahed-monday-3,overhead-press,5
jahed-monday-3,overhead-press,5
jahed-wednesday-3,back-squat,5
jahed-wednesday-3,back-squat,5
jahed-wednesday-3,back-squat,5
jahed-wednesay-3,deadlift,5
jahed-wednesday-3,deadlift,5
jahed-wednesday-3,deadlift,5
jahed-wednesday-3,back-extension,12
jahed-wednesday-3,back-extension,12
jahed-wednesday-3,back-extension,12
jahed-friday-3,db-incline-bench-press,5
jahed-friday-3,db-incline-bench-press,5
jahed-friday-3,db-incline-bench-press,5
jahed-friday-3,chinup,5
jahed-friday-3,chinup,5
jahed-friday-3,chinup,5
jahed-friday-3,seated-db-shoulder-press,5
jahed-friday-3,seated-db-shoulder-press,5
jahed-friday-3,seated-db-shoulder-press,5
jahed-friday-3,pendlay-row,5
jahed-friday-3,pendlay-row,5
jahed-friday-3,pendlay-row,5
